Total_Duration_Minute,Total_Distance,Number_Of_Stops
280.0,101,10
225.0,101,10
225.0,71,15
180.0,71,15
225.0,90,20
180.0,90,20
194.0,90,20
200.0,90,20
225.0,109,24
225.0,109,24
70.0,24,4
65.0,24,4
450.0,232,41
480.0,232,41
900.0,363,45
745.0,363,45
130.0,49,8
130.0,49,8
270.0,95,18
270.0,94,18
335.0,168,23
305.0,168,23
180.0,93,20
175.0,94,20
180.0,93,20
200.0,94,20
170.0,108,15
185.0,108,19
175.0,107,19
180.0,108,19
180.0,108,19
165.0,108,15
180.0,108,15
180.0,107,19
175.0,108,15
105.0,56,10
110.0,56,10
100.0,56,10
95.0,56,10
520.0,268,34
470.0,268,34
185.0,107,19
185.0,108,19
180.0,107,19
180.0,108,15
225.0,90,20
200.0,90,20
105.0,61,9
105.0,60,9
265.0,156,22
270.0,156,22
275.0,208,19
280.0,208,19
280.0,156,22
305.0,156,22
490.0,309,21
500.0,309,21
580.0,343,42
580.0,343,42
345.0,156,17
295.0,156,17
280.0,126,14
230.0,126,14
40.0,6,4
40.0,6,4
250.0,95,18
270.0,94,18
185.0,89,15
165.0,88,15
725.0,426,53
705.0,425,53
810.0,336,49
820.0,335,49
360.0,155,23
360.0,155,23
160.0,102,13
160.0,102,13
385.0,176,27
365.0,176,27
90.0,68,6
95.0,68,5
85.0,62,6
95.0,62,3
100.0,62,6
95.0,62,6
105.0,60,8
110.0,60,10
115.0,70,13
130.0,70,13
335.0,193,27
370.0,193,27
140.0,70,14
135.0,70,14
135.0,76,11
150.0,76,11
105.0,61,12
100.0,61,12
260.0,196,18
275.0,196,17
585.0,279,33
565.0,284,31
30.0,22,3
35.0,22,3
205.0,99,11
185.0,99,11
65.0,40,4
65.0,40,4
130.0,84,9
130.0,85,7
120.0,85,7
120.0,85,7
230.0,141,25
240.0,141,22
275.0,178,23
360.0,180,23
205.0,120,26
195.0,120,26
120.0,70,17
135.0,70,17
290.0,45,7
215.0,45,7
75.0,18,6
70.0,18,6
70.0,18,6
80.0,18,6
65.0,18,6
75.0,18,6
50.0,35,4
50.0,35,4
50.0,35,4
50.0,35,4
50.0,35,4
55.0,35,4
50.0,35,4
50.0,35,4
100.0,60,13
100.0,60,13
105.0,60,13
110.0,60,13
55.0,25,7
50.0,25,7
100.0,60,13
110.0,60,13
110.0,60,13
105.0,60,13
435.0,294,34
435.0,294,34
150.0,96,7
170.0,96,7
105.0,69,14
105.0,69,14
270.0,165,29
250.0,165,29
125.0,69,14
110.0,69,14
425.0,273,41
440.0,273,41
205.0,138,20
195.0,138,22
200.0,138,22
200.0,138,21
325.0,220,22
335.0,219,22
645.0,290,43
510.0,290,41
260.0,138,17
245.0,138,17
235.0,167,21
235.0,167,21
265.0,167,21
250.0,167,21
370.0,275,16
380.0,275,16
190.0,114,11
170.0,114,11
495.0,305,36
435.0,303,36
555.0,372,32
545.0,372,31
395.0,244,20
405.0,244,20
315.0,198,27
305.0,198,27
130.0,84,14
120.0,85,14
95.0,56,12
95.0,56,12
450.0,231,44
160.0,96,14
125.0,64,18
120.0,64,18
110.0,64,18
120.0,71,14
120.0,72,14
110.0,72,14
120.0,72,14
115.0,71,14
165.0,78,16
145.0,77,16
820.0,531,39
780.0,532,46
680.0,404,54
720.0,404,54
80.0,44,10
85.0,44,10
120.0,52,11
110.0,52,11
115.0,52,11
105.0,52,11
85.0,44,10
85.0,44,10
190.0,107,22
335.0,173,33
310.0,173,33
210.0,107,22
565.0,302,43
635.0,302,43
160.0,96,18
155.0,96,17
30.0,22,3
35.0,22,3
175.0,96,18
165.0,96,17
65.0,43,8
65.0,43,6
105.0,56,12
155.0,100,19
145.0,100,11
145.0,100,12
175.0,100,19
95.0,56,12
105.0,58,12
105.0,59,9
175.0,114,14
175.0,114,17
110.0,58,10
110.0,59,9
260.0,155,25
275.0,155,25
155.0,96,14
150.0,95,14
1345.0,693,66
1180.0,691,68
1355.0,747,78
1230.0,749,79
35.0,17,6
35.0,16,6
185.0,84,17
155.0,85,17
180.0,84,17
150.0,85,17
35.0,17,6
35.0,16,6
920.0,568,57
915.0,567,58
780.0,470,63
790.0,469,63
150.0,93,13
155.0,93,12
75.0,33,5
60.0,33,5
140.0,85,16
135.0,85,16
355.0,175,35
380.0,207,41
170.0,98,14
245.0,131,20
220.0,110,19
165.0,109,19
100.0,66,12
95.0,66,12
95.0,66,12
100.0,66,12
95.0,66,12
95.0,66,12
100.0,66,12
100.0,66,12
410.0,326,30
475.0,324,30
90.0,49,5
85.0,48,5
90.0,49,4
80.0,48,4
160.0,91,11
140.0,90,11
465.0,273,40
445.0,273,40
165.0,89,20
145.0,89,20
360.0,220,40
200.0,131,22
205.0,131,23
135.0,89,20
70.0,48,11
130.0,83,13
230.0,118,22
205.0,119,22
315.0,182,20
305.0,179,20
710.0,410,46
895.0,409,49
145.0,93,12
135.0,94,11
550.0,333,43
505.0,334,42
80.0,62,8
90.0,62,8
205.0,120,12
175.0,120,12
300.0,145,26
305.0,145,18
350.0,196,19
335.0,188,19
145.0,88,9
115.0,73,8
20.0,15,2
235.0,161,17
230.0,161,17
220.0,161,17
230.0,161,17
270.0,161,17
240.0,161,17
210.0,173,14
225.0,173,14
220.0,173,14
225.0,173,14
250.0,173,14
235.0,173,14
170.0,59,10
125.0,60,10
105.0,61,12
105.0,61,12
90.0,61,12
95.0,61,12
115.0,61,12
105.0,61,12
265.0,121,20
250.0,121,20
690.0,459,43
680.0,458,43
125.0,72,17
155.0,78,18
180.0,78,18
135.0,72,17
135.0,72,17
140.0,72,17
135.0,72,17
160.0,72,17
210.0,120,25
195.0,120,25
70.0,39,10
80.0,39,10
295.0,214,20
310.0,214,20
220.0,120,24
215.0,120,24
575.0,358,28
550.0,358,28
365.0,263,25
390.0,264,25
265.0,178,23
365.0,180,23
260.0,141,25
220.0,141,25
230.0,141,22
225.0,141,22
305.0,178,23
310.0,180,23
180.0,133,11
185.0,133,11
50.0,37,5
45.0,37,5
50.0,37,5
55.0,37,5
45.0,37,5
50.0,37,5
65.0,38,6
65.0,38,6
195.0,121,22
210.0,121,22
190.0,121,22
180.0,121,22
195.0,121,22
185.0,121,22
60.0,38,6
60.0,38,6
260.0,160,14
470.0,264,30
270.0,160,14
425.0,264,27
430.0,264,27
250.0,160,15
165.0,104,13
50.0,20,5
570.0,378,33
590.0,377,34
555.0,357,40
580.0,356,40
40.0,20,5
805.0,516,36
915.0,516,35
290.0,191,19
310.0,189,19
735.0,470,44
720.0,468,44
295.0,191,22
300.0,189,22
85.0,62,5
78.0,62,5
210.0,141,12
220.0,141,10
80.0,69,7
100.0,69,6
110.0,61,11
90.0,58,11
105.0,61,12
110.0,58,12
105.0,61,12
100.0,58,12
330.0,243,26
285.0,191,21
540.0,332,39
615.0,381,44
855.0,455,63
925.0,445,53
70.0,22,12
585.0,366,42
630.0,366,38
750.0,450,47
850.0,453,48
80.0,56,8
80.0,56,8
425.0,223,29
345.0,223,29
635.0,350,58
555.0,350,55
700.0,372,35
730.0,371,36
305.0,217,27
345.0,217,27
315.0,225,28
365.0,226,29
380.0,137,21
440.0,209,31
315.0,220,35
330.0,220,35
315.0,168,23
270.0,168,23
1180.0,602,92
1185.0,603,90
65.0,29,7
75.0,29,7
1045.0,535,68
1065.0,535,71
945.0,578,59
910.0,577,60
405.0,292,45
315.0,220,34
1085.0,622,78
975.0,622,56
85.0,32,18
90.0,32,18
225.0,130,17
195.0,130,17
60.0,35,4
60.0,35,4
1040.0,622,77
1080.0,622,79
530.0,333,36
555.0,333,36
720.0,379,49
650.0,380,49
365.0,171,31
335.0,171,26
165.0,104,13
215.0,104,13
170.0,104,14
175.0,104,14
180.0,104,13
235.0,104,13
135.0,83,7
95.0,83,7
580.0,358,50
605.0,356,49
160.0,92,12
140.0,93,12
365.0,236,24
350.0,236,41
155.0,105,15
365.0,182,43
435.0,234,22
365.0,234,22
145.0,105,20
405.0,191,40
530.0,297,62
720.0,370,39
605.0,370,40
810.0,473,42
955.0,474,42
170.0,77,27
60.0,26,5
210.0,114,16
210.0,114,16
65.0,26,5
125.0,58,8
925.0,581,57
905.0,581,58
165.0,115,15
175.0,114,15
165.0,92,11
165.0,92,11
505.0,298,36
475.0,299,36
600.0,325,34
595.0,347,36
790.0,435,48
755.0,435,47
1000.0,583,59
930.0,583,57
325.0,223,30
330.0,225,30
505.0,316,41
555.0,317,41
230.0,110,16
170.0,110,16
1090.0,623,88
1045.0,620,87
635.0,340,45
495.0,279,29
290.0,206,26
330.0,206,26
375.0,206,26
300.0,206,26
65.0,19,3
430.0,243,36
435.0,243,36
275.0,165,23
250.0,165,21
130.0,72,11
170.0,79,12
590.0,341,37
580.0,341,37
200.0,112,15
550.0,377,37
370.0,265,31
470.0,299,37
450.0,299,25
50.0,36,5
240.0,149,19
560.0,341,40
600.0,341,40
335.0,209,23
325.0,209,23
560.0,347,52
460.0,235,38
160.0,108,10
155.0,108,8
245.0,165,14
290.0,165,11
265.0,165,12
245.0,165,16
925.0,526,91
960.0,518,90
425.0,299,38
415.0,298,39
455.0,366,32
450.0,366,32
265.0,182,28
240.0,182,28
380.0,226,36
325.0,226,36
615.0,442,45
670.0,441,45
175.0,82,12
145.0,82,12
335.0,284,28
340.0,284,28
350.0,209,31
320.0,210,31
85.0,41,9
75.0,41,9
235.0,137,18
170.0,137,19
360.0,161,26
360.0,162,26
650.0,339,44
535.0,336,44
115.0,62,10
85.0,62,10
90.0,69,9
85.0,69,9
200.0,117,15
190.0,114,15
250.0,148,18
275.0,148,18
240.0,147,19
345.0,147,19
790.0,470,60
870.0,469,61
845.0,503,65
835.0,496,64
930.0,520,78
960.0,526,78
140.0,101,15
185.0,101,15
77.0,48,9
90.0,48,9
82.0,48,9
80.0,48,9
360.0,175,26
195.0,96,12
195.0,96,12
455.0,261,35
460.0,261,34
435.0,272,23
358.0,269,23
160.0,112,15
185.0,111,15
305.0,209,29
335.0,209,29
455.0,310,42
600.0,302,43
490.0,305,30
500.0,305,30
155.0,96,12
170.0,97,15
160.0,97,15
800.0,431,48
720.0,433,48
300.0,204,13
325.0,204,14
530.0,237,29
540.0,237,29
325.0,214,20
325.0,213,20
275.0,143,15
270.0,174,20
135.0,64,9
915.0,494,41
900.0,494,41
125.0,54,6
90.0,54,6
110.0,82,14
110.0,82,14
90.0,43,11
75.0,43,11
95.0,82,11
105.0,82,11
215.0,142,30
75.0,43,11
75.0,43,11
260.0,165,27
230.0,165,27
370.0,202,42
345.0,202,43
170.0,90,21
185.0,90,21
760.0,380,59
680.0,380,59
380.0,239,36
340.0,239,36
340.0,196,30
325.0,196,30
195.0,115,23
205.0,115,23
310.0,214,22
305.0,214,22
175.0,88,9
230.0,88,8
105.0,65,7
105.0,65,7
95.0,65,7
105.0,65,7
235.0,192,18
225.0,192,17
180.0,115,23
215.0,115,23
835.0,471,53
835.0,471,53
260.0,184,25
245.0,184,25
525.0,267,28
405.0,267,28
355.0,202,27
340.0,202,26
965.0,528,56
995.0,528,56
1045.0,570,64
945.0,571,64
275.0,202,27
295.0,202,27
445.0,266,43
385.0,266,43
110.0,82,14
110.0,82,14
595.0,357,39
555.0,357,39
230.0,168,22
295.0,168,22
465.0,248,40
440.0,249,40
315.0,157,22
385.0,157,22
90.0,66,10
90.0,67,10
155.0,110,12
155.0,111,12
90.0,66,10
90.0,67,10
90.0,66,10
80.0,67,7
330.0,160,21
360.0,160,21
375.0,222,29
380.0,219,29
345.0,215,24
340.0,215,24
140.0,51,8
130.0,50,8
145.0,51,8
130.0,50,8
145.0,51,8
130.0,50,8
75.0,22,4
70.0,22,4
50.0,17,3
50.0,16,3
50.0,17,3
50.0,16,3
375.0,249,28
405.0,249,28
380.0,249,28
345.0,249,28
365.0,238,27
150.0,103,14
155.0,135,14
75.0,38,7
90.0,42,8
105.0,43,8
80.0,38,7
100.0,38,7
75.0,38,7
240.0,123,20
210.0,124,20
95.0,47,9
80.0,46,9
280.0,104,17
255.0,104,17
270.0,104,17
270.0,104,17
265.0,104,17
255.0,104,17
320.0,104,17
315.0,104,17
580.0,334,31
585.0,335,31
285.0,193,20
265.0,193,21
400.0,206,30
340.0,206,31
185.0,138,18
140.0,114,14
230.0,158,20
280.0,182,23
105.0,68,13
845.0,362,62
775.0,362,62
720.0,334,44
660.0,335,44
545.0,334,30
620.0,335,31
210.0,62,11
205.0,62,11
215.0,62,11
205.0,62,11
150.0,99,18
170.0,105,19
170.0,105,19
150.0,99,18
170.0,105,19
175.0,105,19
200.0,104,10
200.0,104,10
210.0,104,10
210.0,104,10
195.0,105,20
195.0,105,20
60.0,13,3
65.0,13,3
165.0,62,14
165.0,62,14
60.0,13,3
65.0,13,3
80.0,47,8
85.0,47,8
235.0,169,22
235.0,169,22
155.0,114,11
135.0,108,11
930.0,535,60
895.0,535,59
350.0,222,21
395.0,216,21
70.0,52,8
80.0,52,7
80.0,52,7
80.0,52,8
300.0,201,25
305.0,201,25
125.0,91,12
125.0,91,12
320.0,206,23
310.0,206,24
105.0,78,10
115.0,78,10
260.0,169,20
230.0,169,20
205.0,152,22
215.0,152,22
75.0,38,7
75.0,38,7
90.0,47,8
80.0,47,8
80.0,47,8
80.0,47,8
260.0,169,18
245.0,169,18
80.0,47,8
80.0,47,8
345.0,236,23
395.0,236,23
135.0,78,10
125.0,78,10
95.0,54,8
90.0,54,8
310.0,183,25
265.0,183,25
710.0,428,44
660.0,428,44
60.0,44,6
55.0,44,6
90.0,54,8
95.0,54,8
1005.0,585,65
975.0,585,65
175.0,86,16
195.0,86,16
115.0,75,9
120.0,75,9
125.0,74,7
110.0,74,7
930.0,553,49
970.0,553,48
255.0,133,17
280.0,133,17
610.0,397,50
650.0,398,50
385.0,133,13
305.0,137,15
280.0,184,21
310.0,189,22
325.0,189,22
280.0,184,21
540.0,358,38
520.0,358,38
945.0,490,72
950.0,490,66
975.0,490,74
955.0,490,74
220.0,111,15
235.0,111,15
55.0,40,6
65.0,40,6
55.0,40,6
55.0,40,6
55.0,40,6
55.0,40,6
65.0,40,6
55.0,40,6
730.0,429,48
840.0,429,48
295.0,189,18
300.0,189,18
100.0,64,8
95.0,64,8
95.0,64,8
100.0,64,8
1050.0,495,49
960.0,495,45
140.0,99,8
140.0,99,8
230.0,139,19
210.0,139,19
610.0,306,39
560.0,306,39
170.0,114,13
185.0,114,13
60.0,31,5
60.0,31,5
900.0,563,55
790.0,562,55
115.0,77,10
105.0,66,9
125.0,66,10
120.0,77,11
220.0,142,17
220.0,143,17
75.0,54,10
95.0,54,10
300.0,215,28
315.0,215,28
315.0,215,28
315.0,215,28
300.0,215,28
320.0,215,28
500.0,367,42
510.0,367,42
355.0,213,25
300.0,213,17
335.0,213,17
310.0,213,25
110.0,66,10
105.0,66,10
105.0,66,9
110.0,66,9
60.0,47,4
60.0,47,4
385.0,265,24
420.0,265,24
375.0,268,23
385.0,268,22
1285.0,688,71
1255.0,691,71
620.0,330,42
570.0,328,41
995.0,499,42
935.0,499,47
150.0,87,14
150.0,87,14
145.0,87,14
155.0,87,14
65.0,36,3
60.0,36,3
905.0,527,64
925.0,527,63
430.0,227,15
375.0,227,15
295.0,169,20
350.0,169,20
145.0,85,11
140.0,85,11
135.0,85,11
140.0,85,11
200.0,138,16
200.0,138,16
285.0,230,31
327.0,229,34
360.0,228,30
325.0,228,36
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
20.0,6,3
15.0,6,2
15.0,6,2
15.0,6,3
105.0,34,8
110.0,34,8
290.0,123,25
350.0,123,22
430.0,177,30
435.0,221,34
410.0,177,29
375.0,177,30
530.0,221,34
365.0,177,29
95.0,49,11
90.0,49,13
220.0,98,18
215.0,98,18
150.0,75,14
200.0,85,17
135.0,89,7
150.0,89,7
125.0,49,10
90.0,49,10
430.0,207,34
445.0,225,39
435.0,207,37
475.0,207,31
475.0,207,33
260.0,117,18
485.0,225,35
575.0,207,29
155.0,89,11
280.0,152,21
270.0,152,20
235.0,89,11
185.0,94,26
180.0,91,13
180.0,94,26
180.0,94,26
180.0,91,17
180.0,91,17
180.0,91,13
170.0,94,26
165.0,91,16
155.0,85,14
180.0,91,18
160.0,91,17
180.0,91,15
165.0,94,24
180.0,91,13
180.0,91,13
180.0,94,26
180.0,94,26
185.0,91,18
180.0,94,21
450.0,139,27
320.0,139,24
255.0,117,20
580.0,207,31
220.0,89,15
280.0,89,15
75.0,20,6
70.0,18,7
75.0,20,6
65.0,18,7
175.0,93,20
375.0,120,25
285.0,120,25
255.0,120,25
285.0,120,24
185.0,93,20
125.0,85,14
125.0,85,14
125.0,85,14
139.0,85,14
165.0,118,18
131.0,118,18
330.0,203,28
375.0,203,28
110.0,106,3
137.0,106,34
115.0,104,14
105.0,105,14
110.0,104,14
110.0,105,14
105.0,104,14
106.0,105,14
115.0,104,14
116.0,105,14
110.0,104,14
110.0,105,14
110.0,104,14
120.0,105,14
110.0,104,14
110.0,105,14
115.0,104,14
115.0,105,14
110.0,104,14
115.0,105,14
115.0,104,14
110.0,105,14
115.0,104,14
120.0,105,14
43.0,42,6
45.0,42,6
145.0,100,18
145.0,101,17
110.0,72,14
110.0,73,14
110.0,72,14
110.0,73,14
110.0,72,13
110.0,73,14
110.0,72,14
110.0,73,14
120.0,88,18
120.0,88,18
125.0,88,18
140.0,88,17
80.0,58,13
80.0,58,12
114.0,74,15
105.0,76,14
193.0,124,22
145.0,122,23
80.0,58,13
93.0,58,13
895.0,479,83
965.0,479,83
125.0,110,16
160.0,116,16
130.0,110,16
130.0,110,16
55.0,43,5
60.0,43,5
200.0,154,20
195.0,154,20
135.0,110,14
160.0,116,16
275.0,131,20
250.0,131,20
130.0,97,13
155.0,97,13
150.0,111,19
147.0,111,19
155.0,111,19
150.0,111,19
190.0,137,21
240.0,137,21
160.0,80,15
133.0,80,15
310.0,193,26
310.0,193,26
310.0,198,29
380.0,200,29
135.0,88,18
138.0,88,18
70.0,44,10
115.0,56,14
125.0,65,16
125.0,65,16
125.0,65,16
140.0,65,16
125.0,65,16
145.0,65,16
130.0,65,16
37.0,11,6
160.0,65,15
90.0,36,13
85.0,36,12
85.0,36,12
85.0,36,10
160.0,77,16
155.0,77,17
140.0,79,17
165.0,79,18
155.0,77,17
110.0,57,13
115.0,57,13
100.0,57,13
95.0,44,14
145.0,94,16
125.0,96,16
95.0,53,11
80.0,53,11
95.0,53,11
90.0,53,11
85.0,53,11
90.0,53,11
80.0,53,11
68.0,28,17
27.0,7,4
100.0,35,21
100.0,35,21
105.0,43,23
105.0,35,21
48.0,25,14
43.0,25,14
70.0,32,18
50.0,25,14
35.0,11,6
48.0,25,14
195.0,125,21
185.0,125,21
180.0,125,21
95.0,54,10
190.0,131,24
140.0,82,15
95.0,54,10
150.0,82,15
140.0,71,18
185.0,131,24
180.0,92,19
150.0,64,14
165.0,99,22
180.0,131,24
175.0,125,21
190.0,125,21
180.0,139,16
85.0,78,11
135.0,86,11
180.0,139,16
220.0,114,16
90.0,86,11
100.0,83,10
225.0,115,18
140.0,106,13
100.0,83,12
25.0,12,3
115.0,106,13
120.0,78,11
365.0,185,32
310.0,185,32
105.0,73,13
120.0,73,13
100.0,73,13
115.0,73,13
100.0,73,13
105.0,73,13
100.0,73,13
105.0,73,13
135.0,73,14
100.0,73,13
100.0,73,13
100.0,73,13
105.0,73,13
130.0,85,16
140.0,85,16
310.0,164,22
285.0,164,22
60.0,28,5
65.0,28,5
50.0,28,5
200.0,101,17
155.0,101,17
90.0,73,13
105.0,73,13
140.0,84,16
110.0,73,13
145.0,84,16
105.0,73,13
140.0,86,15
90.0,36,10
80.0,36,10
95.0,36,10
90.0,36,10
110.0,36,10
210.0,139,18
260.0,139,18
45.0,19,5
50.0,19,5
45.0,19,5
60.0,19,5
50.0,19,5
45.0,19,5
50.0,19,5
65.0,23,7
50.0,25,8
60.0,21,8
45.0,19,5
50.0,19,5
45.0,25,6
75.0,28,10
75.0,28,10
85.0,30,10
85.0,30,9
45.0,25,6
50.0,25,6
45.0,25,7
45.0,25,7
50.0,25,8
60.0,25,8
50.0,25,8
55.0,25,7
50.0,25,8
50.0,25,7
50.0,25,7
50.0,25,7
55.0,25,8
70.0,28,10
63.0,28,9
68.0,28,9
50.0,25,7
90.0,28,10
40.0,19,5
50.0,25,8
50.0,25,8
155.0,88,18
220.0,155,28
130.0,88,18
265.0,155,28
255.0,164,32
250.0,164,32
200.0,156,18
140.0,89,19
235.0,156,29
175.0,89,19
135.0,89,19
195.0,114,26
195.0,114,26
170.0,108,17
55.0,41,7
65.0,41,7
95.0,53,11
90.0,53,11
65.0,46,8
75.0,46,8
135.0,89,14
100.0,81,13
105.0,81,13
100.0,81,13
350.0,238,32
360.0,238,32
355.0,238,32
215.0,157,20
240.0,157,20
260.0,157,20
230.0,157,20
255.0,157,20
145.0,113,14
145.0,113,14
175.0,113,14
140.0,113,14
130.0,88,17
160.0,108,17
135.0,88,18
210.0,114,26
160.0,88,18
155.0,108,17
140.0,108,17
170.0,108,17
75.0,41,7
70.0,41,7
80.0,41,7
55.0,41,7
225.0,135,21
255.0,135,19
245.0,153,24
285.0,153,24
120.0,59,11
120.0,59,11
305.0,180,28
270.0,180,28
350.0,180,28
275.0,180,28
475.0,261,40
530.0,261,40
305.0,215,23
400.0,215,23
315.0,192,30
315.0,192,30
218.0,103,20
220.0,103,20
210.0,87,13
135.0,89,13
245.0,161,26
240.0,161,26
390.0,203,31
315.0,203,32
25.0,5,2
25.0,5,2
380.0,225,29
380.0,225,29
105.0,78,12
125.0,78,12
300.0,194,31
305.0,194,31
125.0,77,13
150.0,77,13
255.0,152,20
225.0,152,20
240.0,118,22
205.0,119,22
275.0,158,27
260.0,160,27
200.0,134,21
170.0,77,17
105.0,44,14
230.0,148,26
125.0,71,17
125.0,71,17
120.0,69,17
135.0,69,17
130.0,69,17
130.0,69,17
140.0,69,17
140.0,69,17
190.0,83,15
185.0,83,15
285.0,180,26
105.0,28,8
95.0,28,8
195.0,133,19
170.0,137,19
175.0,94,14
45.0,21,7
80.0,41,11
45.0,21,7
45.0,20,7
45.0,21,7
45.0,20,7
45.0,21,11
45.0,20,7
125.0,68,14
125.0,68,14
120.0,68,14
120.0,68,14
80.0,41,11
95.0,68,9
150.0,77,11
105.0,68,14
115.0,70,12
205.0,140,18
215.0,140,18
310.0,202,27
315.0,204,27
85.0,68,6
110.0,62,13
135.0,82,16
120.0,82,21
130.0,82,16
120.0,82,21
105.0,93,12
105.0,93,12
100.0,93,12
120.0,93,12
200.0,131,16
205.0,131,16
130.0,82,16
130.0,82,21
115.0,93,10
140.0,93,12
120.0,78,12
110.0,68,14
195.0,108,15
175.0,108,11
160.0,95,11
140.0,95,14
95.0,67,5
80.0,67,5
195.0,148,14
215.0,146,15
165.0,78,12
120.0,77,12
40.0,20,7
45.0,21,7
90.0,42,12
30.0,20,5
255.0,155,25
255.0,155,25
210.0,140,25
210.0,142,25
280.0,151,32
310.0,151,32
240.0,155,25
255.0,155,25
220.0,142,17
215.0,140,17
165.0,85,17
150.0,86,16
35.0,17,6
115.0,73,15
110.0,74,14
30.0,16,6
35.0,16,6
35.0,17,6
175.0,86,11
135.0,87,11
160.0,98,16
175.0,98,16
45.0,34,5
45.0,34,5
175.0,102,16
85.0,68,12
100.0,68,12
145.0,85,17
115.0,73,14
115.0,92,13
65.0,44,8
65.0,44,9
65.0,44,9
65.0,44,9
65.0,44,9
75.0,44,9
40.0,21,7
55.0,21,7
150.0,102,17
140.0,102,16
145.0,100,15
165.0,100,15
235.0,159,22
250.0,159,22
165.0,98,14
165.0,98,14
95.0,58,8
105.0,58,8
275.0,158,22
280.0,159,22
245.0,149,28
255.0,150,28
205.0,121,17
155.0,103,18
175.0,113,16
180.0,113,16
50.0,31,7
55.0,31,7
60.0,32,6
45.0,25,5
155.0,106,20
200.0,106,20
70.0,25,5
65.0,32,6
205.0,138,27
240.0,149,26
230.0,149,24
220.0,138,27
245.0,163,18
235.0,163,18
200.0,143,17
245.0,163,18
120.0,104,12
140.0,104,12
190.0,121,16
160.0,122,18
60.0,32,6
60.0,32,6
105.0,59,16
115.0,59,16
165.0,96,21
180.0,96,21
190.0,154,19
205.0,154,19
155.0,142,18
75.0,60,10
80.0,60,10
95.0,60,10
150.0,130,18
105.0,79,15
117.0,97,11
225.0,138,25
240.0,138,25
290.0,149,27
265.0,149,28
170.0,148,14
230.0,215,23
257.0,214,23
195.0,137,18
180.0,137,19
285.0,188,43
157.0,147,14
75.0,62,9
100.0,62,9
160.0,137,18
155.0,137,18
160.0,137,19
190.0,137,18
150.0,137,18
160.0,137,18
455.0,238,39
460.0,238,39
425.0,284,40
365.0,284,41
160.0,120,18
160.0,120,18
280.0,188,27
245.0,189,27
50.0,40,6
55.0,40,6
90.0,71,11
85.0,70,11
305.0,171,29
275.0,170,29
50.0,39,7
55.0,39,7
175.0,112,19
200.0,112,19
65.0,41,9
65.0,41,9
60.0,41,9
140.0,70,16
65.0,40,9
25.0,11,5
90.0,40,12
35.0,29,5
40.0,29,5
75.0,40,9
65.0,40,9
90.0,37,7
105.0,37,7
55.0,53,8
95.0,84,13
230.0,121,19
160.0,155,20
180.0,155,20
83.0,51,9
80.0,51,7
90.0,51,10
95.0,51,10
110.0,108,15
115.0,108,15
15.0,8,2
15.0,8,2
12.0,8,2
15.0,8,2
187.0,130,22
145.0,117,18
155.0,117,18
153.0,117,18
173.0,130,22
55.0,48,10
55.0,41,11
55.0,48,10
60.0,41,11
130.0,109,18
395.0,214,33
60.0,48,10
60.0,34,11
135.0,109,18
135.0,102,19
90.0,73,9
85.0,73,9
160.0,127,17
195.0,126,17
150.0,127,17
165.0,126,17
55.0,48,10
50.0,41,7
140.0,112,15
140.0,109,18
105.0,73,9
260.0,175,27
60.0,48,10
65.0,41,10
145.0,112,15
130.0,111,15
125.0,109,18
150.0,102,19
135.0,97,15
135.0,97,15
140.0,97,15
135.0,97,15
150.0,135,18
150.0,135,17
175.0,135,18
145.0,133,15
160.0,100,13
175.0,100,13
170.0,133,17
180.0,133,17
170.0,127,17
175.0,126,17
315.0,209,29
290.0,209,28
500.0,320,37
475.0,318,37
340.0,215,25
345.0,215,25
175.0,99,20
195.0,99,20
90.0,35,9
125.0,63,13
95.0,63,13
190.0,99,20
165.0,99,20
210.0,128,23
190.0,128,24
190.0,128,23
200.0,128,23
180.0,99,20
180.0,99,20
170.0,99,20
80.0,63,7
225.0,146,21
190.0,147,21
230.0,146,21
205.0,147,21
115.0,72,11
115.0,72,11
130.0,78,13
135.0,78,13
130.0,78,13
140.0,78,13
105.0,63,13
100.0,63,13
115.0,63,13
100.0,63,13
65.0,31,5
65.0,31,5
50.0,29,6
50.0,29,6
50.0,29,6
50.0,29,6
75.0,35,8
70.0,35,8
370.0,232,34
290.0,206,30
180.0,117,22
180.0,117,22
110.0,89,12
110.0,89,12
130.0,78,13
135.0,78,13
140.0,78,13
430.0,265,41
445.0,265,42
110.0,68,13
125.0,68,13
85.0,54,9
75.0,54,9
215.0,137,20
205.0,137,19
105.0,65,11
100.0,65,11
95.0,65,9
95.0,65,11
265.0,160,23
95.0,58,11
110.0,58,12
76.0,63,8
100.0,89,10
130.0,114,14
145.0,114,14
55.0,44,6
60.0,44,6
85.0,54,8
85.0,54,8
185.0,114,14
170.0,114,14
245.0,152,23
265.0,153,23
195.0,95,17
175.0,95,17
95.0,61,6
95.0,61,6
170.0,115,12
135.0,119,12
200.0,115,12
165.0,119,12
425.0,324,30
420.0,326,30
60.0,41,6
146.0,86,13
60.0,41,6
52.0,41,6
52.0,41,6
60.0,41,6
70.0,51,8
185.0,105,13
160.0,105,17
60.0,41,6
